"Site","Tag","Species","Family","WSG","HOM","DBH","Ht","Notes","ID","b1.hom","b1.iso","range.hom","range.iso","iso"
"BKT","1011","SHORHB","Dipterocarpaceae",0.571129,1.7,87,38.6,"","BKT-1011",0.0340483517508875,0.0374098064815638,3.12075084137131,3.54350198094444,0.940226452676976
"BKT","4113","SHORLE","Dipterocarpaceae",0.44,2.1,106,49.4,"","BKT-4113",0.0197705918705649,0.0197705918705649,3.12004699124326,3.12004699124326,0.902199017643566
"BKT","1311","ENDOMA","Euphorbiaceae",0.366667,2.8,69,25.2,"","BKT-1311",0.0314883710009627,0.0468335627617219,1.71997784292066,2.04556474333721,0.960179566788465
"BKT","3431","ARTOSC","Moraceae",0.44,1.6,55,22.6,"","BKT-3431",0.0924081578481005,0.0924081578481005,1.61257387692344,1.61257387692344,0.891174885580359
"BKT","5330","EUGEGD","Myrtaceae",0.649229,1.8,75,NA,"forgot to measure total height","BKT-5330",0.0323335357570392,0.0323335357570392,3.12031078606348,3.12031078606348,0.820266682265304
"BKT","140","PALAOX","Sapotaceae",0.579753,1.7,69,36.2,"","BKT-140",0.0184386890631775,0.0240527131504686,2.47361152456663,2.90512989879898,0.966372102179995
"BKT","98","PALAGU","Sapotaceae",0.615,1.7,37,26.8,"","BKT-98",0.0815743676871467,0.0815743676871467,2.04454621730471,2.04454621730471,0.974301925547145
"HKK","89856","ACEROB","Sapindaceae",0.603,1.6,33.4,27.83,"","HKK-89856",0.0808698910442377,0.0808698910442377,1.82817226182477,1.82817226182477,0.885012611567085
"HKK","29243","AFZEXY","Fabaceae-caesalpinioideae",0.692149,1.5,74.6,20.63,"","HKK-29243",0.0107017205855424,0.0107017205855424,1.61408466011319,1.61408466011319,0.97592019748808
"HKK","15174","AFZEXY","Fabaceae-caesalpinioideae",0.692149,2.3,71.8,26.03,"","HKK-15174",0.0717855809767197,0.0717855809767197,2.25746111066478,2.25746111066478,0.965088471055039
"HKK","82131","ALPHVE","Annonaceae",0.738,1.6,47.5,29.03,"","HKK-82131",0.109633061659275,0.109633061659275,1.614182050125,1.614182050125,0.889292770001599
"HKK","80867","CARABR","Rhizophoraceae",0.665857,3,54.9,31.4,"","HKK-80867",0.0630918065079913,0.0630918065079913,1.50498260921072,1.50498260921072,0.974683551181561
"HKK","105780","CHUKTA","Meliaceae",0.5482,2.4,48.5,32.63,"","HKK-105780",0.0320261769689723,0.0320261769689723,2.47446246346785,2.47446246346785,0.97312578371382
"HKK","89018","DIMOLO","Sapindaceae",0.7,1.7,62.3,30.83,"","HKK-89018",0.0494943136211607,0.0494943136211607,2.47406503990323,2.47406503990323,0.971080317318199
"HKK","80109","DIOSVA","Ebenaceae",0.697332,1.8,37.6,25.43,"","HKK-80109",0.122706475313793,0.122706475313793,1.61785710345614,1.61785710345614,0.944569241176278
"HKK","77879","DIPTAL","Dipterocarpaceae",0.599,3.6,144.4,54.63,"","HKK-77879",0.0349232190497615,0.0349232190497615,3.33513899729074,3.33513899729074,0.960662692884952
"HKK","85162","DIPTAL","Dipterocarpaceae",0.599,2.6,76.9,36.2,"","HKK-85162",0.0180116190456742,0.00565551728269156,1.61369104302259,2.04175351616594,0.939677074264056
"HKK","110491","DIPTAL","Dipterocarpaceae",0.599,2.7,74.2,45.23,"","HKK-110491",0.0456601486714831,0.0456601486714831,1.93496207214084,1.93496207214084,0.989825798013171
"HKK","85163","DIPTAL","Dipterocarpaceae",0.599,2.6,92.7,43.2,"","HKK-85163",0.0324156041835762,0.0324156041835762,2.68922917045359,2.68922917045359,0.984441358091774
"HKK","76660","HOPEOD","Dipterocarpaceae",0.635,2.1,150.2,50.63,"","HKK-76660",0.0472683574640667,0.0472683574640667,3.54995519407367,3.54995519407367,0.943014919135916
"HKK","64579","HOPEOD","Dipterocarpaceae",0.635,3.3,102.1,47.23,"","HKK-64579",0.0171438595959399,0.0171438595959399,1.93502384259014,1.93502384259014,0.977048476180729
"HKK","4192","HOPEOD","Dipterocarpaceae",0.635,3,96.7,49.23,"","HKK-4192",0.0149976269782623,0.0149976269782623,1.50500006314394,1.50500006314394,0.97563522629911
"HKK","96487","HOPEOD","Dipterocarpaceae",0.635,2.45,94,49.03,"","HKK-96487",0.025825832303736,0.025825832303736,3.33408867673423,3.33408867673423,0.986675291125302
"HKK","3931","HOPEOD","Dipterocarpaceae",0.635,3.05,116.5,40.03,"","HKK-3931",0.0421223565844389,0.0421223565844389,3.33589209032648,3.33589209032648,0.954684989056691
"HKK","77568","HOPEOD","Dipterocarpaceae",0.635,2.2,91.1,40.63,"","HKK-77568",0.014000219087286,0.014000219087286,2.68930011455357,2.68930011455357,0.926159617970292
"HKK","92143","HOPEOD","Dipterocarpaceae",0.635,2.4,95,42.83,"","HKK-92143",0.0640748631441253,0.0640748631441253,1.8285330100542,1.8285330100542,0.963580628010842
"HKK","87712","HOPEOD","Dipterocarpaceae",0.635,2.5,115.6,50.43,"","HKK-87712",0.0322908788969232,0.0322908788969232,2.68984861950233,2.68984861950233,0.940032596831154
"HKK","76731","HOPEOD","Dipterocarpaceae",0.635,3.5,108,46.63,"","HKK-76731",0.000642792340224019,0.000642792340224019,2.57999039760322,2.57999039760322,0.940141622342662
"HKK","77103","HOPEOD","Dipterocarpaceae",0.635,3.5,117.8,51.43,"","HKK-77103",0.0587108010765926,0.0587108010765926,3.11816684730709,3.11816684730709,0.919143631266319
"HKK","101349","HOPEOD","Dipterocarpaceae",0.635,2.3,92.7,48.63,"","HKK-101349",0.0298042879870064,0.0298042879870064,2.04372457992026,2.04372457992026,0.952177979588738
"HKK","96392","HOPEOD","Dipterocarpaceae",0.635,2.55,74.5,40.4,"","HKK-96392",0.020077140372963,0.020077140372963,3.11905958777692,3.11905958777692,0.955720263828347
"HKK","110689","HOPEOD","Dipterocarpaceae",0.635,2.5,94.8,39.63,"","HKK-110689",0.043733292493902,0.043733292493902,1.83105616648869,1.83105616648869,0.98048316039367
"HKK","79762","HOPEOD","Dipterocarpaceae",0.635,3,124.9,50.43,"","HKK-79762",0.0165286623296271,0.0191474246818397,2.47210731652562,2.90473440054443,0.936321778828787
"HKK","84443","HOPEOD","Dipterocarpaceae",0.635,4,95.6,41.63,"","HKK-84443",0.0697134979505009,0.0697134979505009,1.50505964429265,1.50505964429265,0.927157090244252
"HKK","95454","HOPEOD","Dipterocarpaceae",0.635,3.6,94.6,46.83,"","HKK-95454",-0.00151834242262062,-0.00195859902438496,1.29000483536613,1.50495482739098,0.838333775747612
"HKK","98921","HOPEOD","Dipterocarpaceae",0.635,1.85,76.5,46.63,"","HKK-98921",0.0163568848073615,0.0163568848073615,2.47421638567938,2.47421638567938,0.987061432920196
"HKK","74729","HOPEOD","Dipterocarpaceae",0.635,3.6,117.7,42.83,"","HKK-74729",0.0194904102976621,0.0211272852394812,2.90416161977956,3.11884934155016,0.971549313386421
"HKK","107841","HOPEOD","Dipterocarpaceae",0.635,1.7,77.2,39.03,"","HKK-107841",0.02594043141227,0.02594043141227,2.68921823513208,2.68921823513208,0.978027229570552
"HKK","100514","HOPEOD","Dipterocarpaceae",0.635,3.7,125.6,40.03,"","HKK-100514",0.0232612323653527,0.0232612323653527,3.33259318492589,3.33259318492589,0.985638316044597
"HKK","104170","HOPEOD","Dipterocarpaceae",0.635,3.3,110.7,39.83,"","HKK-104170",-0.0149772878291934,-0.00452623032887427,1.29001933567954,1.50500189362143,0.939084957078155
"HKK","82975","HOPEOD","Dipterocarpaceae",0.635,1.8,83.5,43.23,"","HKK-82975",0.0345971895412202,0.0345971895412202,3.55012186185714,3.55012186185714,0.97064107086222
"HKK","107374","HOPEOD","Dipterocarpaceae",0.635,2.9,104.7,46.43,"","HKK-107374",0.0186407083759982,0.0186407083759982,2.68749905229079,2.68749905229079,0.971498416829179
"HKK","73051","HOPEOD","Dipterocarpaceae",0.635,3,110.4,44.63,"","HKK-73051",0.0138902370731618,0.0138902370731618,3.33603322588945,3.33603322588945,0.964452835250721
"HKK","40325","IRVIMA","Irvingiaceae",0.883333,3.2,50.8,29.83,"","HKK-40325",0.0223317055131642,0.0223317055131642,1.50501513763529,1.50501513763529,0.938906135854599
"HKK","33072","IRVIMA","Irvingiaceae",0.883333,2.8,58.1,32.03,"","HKK-33072",0.0213733924981788,0.0213733924981788,1.50499557606075,1.50499557606075,0.960693500125726
"HKK","62630","LAGETO","Lythraceae",0.543,2.4,88.5,39.83,"","HKK-62630",0.0634552651101281,0.0634552651101281,2.4752729658502,2.4752729658502,0.846976070622223
"HKK","106506","LAGETO","Lythraceae",0.543,2.6,102.4,37.63,"","HKK-106506",0.0888223312248407,0.0951121049744038,2.26090774196912,2.47548234991564,0.902705152913556
"HKK","79501","NEOLOB","Lauraceae",0.53325,1.6,45,26.8,"","HKK-79501",0.0361946545694802,0.0361946545694802,1.82875261172492,1.82875261172492,0.98726401260777
"HKK","102155","NEOLOB","Lauraceae",0.53325,1.8,51.1,32.13,"","HKK-102155",0.0202600018327751,0.0202600018327751,3.3350594429583,3.3350594429583,0.972298175178859
"HKK","93547","PERSXX","Lauraceae",0.514821,2.2,56.8,32.03,"","HKK-93547",0.0261593069464443,0.0273287923258928,1.82749850747448,2.04375866019132,0.988995898139856
"HKK","103134","PRUNAR","Rosaceae",0.456,1.55,45.2,20.43,"","HKK-103134",0.0613256581709639,0.0613256581709639,2.68854255663785,2.68854255663785,0.964939437044354
"HKK","62197","PTERGR","Malvaceae",0.521,4.6,64.9,25.23,"","HKK-62197",0.0272759120386221,0.0117974609939704,0.645050705895884,2.90420894013958,0.953357116427606
"HKK","106218","SACCLI","Annonaceae",0.564953,1.6,55.6,31.83,"","HKK-106218",0.0508825437724291,0.0576383172248187,2.26004882383246,2.47577619974667,0.925217239583318
"HKK","86533","SACCLI","Annonaceae",0.564953,3,43.2,28.6,"","HKK-86533",0.0539308478099932,0.0539308478099932,2.25816317595833,2.25816317595833,0.975103215220583
"HKK","107343","SACCLI","Annonaceae",0.564953,3.1,40,23.03,"","HKK-107343",0.0544244402319379,0.10722898438,1.71997247952236,3.11833687276596,0.948839632872939
"HKK","18401","STERHY","Malvaceae",0.4256,3.4,99.3,38.03,"","HKK-18401",0.0207812403900987,0.0294419876642654,1.50496330414848,3.12059995868844,0.910936473073255
"HKK","98126","TETRNU","Tetramelaceae",0.307,3.6,65.2,37.83,"","HKK-98126",0.0511590383415462,0.0511590383415462,1.82810021641026,1.82810021641026,0.955681172464951
"HKK","56449","TETRNU","Tetramelaceae",0.307,1.8,42.8,27.6,"","HKK-56449",0.0635604342954583,0.0635604342954583,2.04645809697436,2.04645809697436,0.929020506190915
"HKK","19384","TETRNU","Tetramelaceae",0.307,2.4,62.2,32.83,"","HKK-19384",0.0912118262070373,0.0912118262070373,2.26013970797407,2.26013970797407,0.968719437588135
"HKK","5108","TETRNU","Tetramelaceae",0.307,2.2,75.9,34.63,"","HKK-5108",0.0521767000842144,0.0521767000842144,1.72002982840823,1.72002982840823,0.975417457977066
"HKK","11829","TETRNU","Tetramelaceae",0.307,3.7,57.8,37.43,"","HKK-11829",0.109823279698745,0.109823279698745,1.71995609598193,1.71995609598193,0.942633145200288
"HKK","12410","TETRNU","Tetramelaceae",0.307,3.4,146.7,38.43,"","HKK-12410",0.0710972420238836,0.0710972420238836,2.58001817620567,2.58001817620567,0.945865846542137
"HKK","15242","TETRNU","Tetramelaceae",0.307,3.3,72.8,36.4,"","HKK-15242",0.0239049290061725,0.0239049290061725,2.79498616069282,2.79498616069282,0.987052501576512
"HKK","21767","TETRNU","Tetramelaceae",0.307,4.1,89.8,41.23,"","HKK-21767",0.0490490115938303,0.0490490115938303,1.93503368995897,1.93503368995897,0.951130862330053
"HKK","33634","TETRNU","Tetramelaceae",0.307,3.3,77.5,40.83,"","HKK-33634",0.071042556193262,0.071042556193262,3.33656919748199,3.33656919748199,0.824625987182994
"HKK","45710","TETRNU","Tetramelaceae",0.307,2.8,65.6,31.63,"","HKK-45710",0.0497717730866351,0.0497717730866351,2.68812233214427,2.68812233214427,0.984360826190787
"HKK","24253","TETRNU","Tetramelaceae",0.307,3.1,63,34.43,"","HKK-24253",0.0286689452043103,0.0286689452043103,1.93500609665243,1.93500609665243,0.973033623932132
"HKK","75957","TETRNU","Tetramelaceae",0.307,2.8,68.4,39.03,"","HKK-75957",0.056248947573571,0.056248947573571,2.04457463649038,2.04457463649038,0.90562287624553
"HKK","41329","TETRNU","Tetramelaceae",0.307,2.7,72.9,33,"","HKK-41329",0.0328759088127857,0.0328759088127857,1.93499797031106,1.93499797031106,0.985520043924644
"HKK","41340","TETRNU","Tetramelaceae",0.307,3.2,72.3,36.6,"","HKK-41340",0.0154000455157709,0.0293105688611848,1.07499481159848,1.50500041635526,0.984137161984508
"HKK","110560","TETRNU","Tetramelaceae",0.307,3.8,103.1,40,"","HKK-110560",0.0477858789039462,0.0482002893566142,1.93502655143958,2.1499668732064,0.947021349616514
"HKK","93654","TETRNU","Tetramelaceae",0.307,4,92,43.4,"","HKK-93654",0.0554824850661427,0.0554824850661427,3.33605646324155,3.33605646324155,0.842847369700666
"HKK","87145","TREWNU","Euphorbiaceae",0.44,3.05,47.5,30.03,"","HKK-87145",0.0434382946531163,0.0434382946531163,2.36501074406282,2.36501074406282,0.938077398482655
"HKK","46156","VATIHA","Dipterocarpaceae",0.69625,3,59.5,34.83,"","HKK-46156",0.0435489598299053,0.0760985237623272,1.29001110475,1.82810036472492,0.978978953190838
"HKK","32538","VATIHA","Dipterocarpaceae",0.69625,1.8,40.6,32,"","HKK-32538",0.0421306497097537,0.0421306497097537,3.44295072643444,3.44295072643444,0.974272903302546
"HKK","77613","VATIHA","Dipterocarpaceae",0.69625,2.3,31.2,31.4,"","HKK-77613",0.0651364542685946,0.0651364542685946,2.26007499433489,2.26007499433489,0.979108406586081
"KCH","31132","Alstonia scholaris","Apocynaceae",0.382,6,59.8,29.8,"","KCH-31132",0.0234328845395174,0.0234328845395174,2.57992396668279,2.57992396668279,0.879290516969843
"KCH","41002","Alstonia scholaris","Apocynaceae",0.382,2.55,76,34.4,"","KCH-41002",0.0561050917171977,0.0561050917171977,3.33576235266194,3.33576235266194,0.313515087809729
"KCH","91359","Alstonia scholaris","Apocynaceae",0.382,6.3,55.2,28.8,"","KCH-91359",0.0247067326208307,0.0247067326208307,3.33401214636122,3.33401214636122,0.345725188071111
"KCH","91169","Bhesa cf. indica","Celastraceae",0.655,1.7,79.2,37.2,"","KCH-91169",0.0419635019127163,0.0419635019127163,3.33401329873795,3.33401329873795,0.921587754466021
"KCH","3700360","Blumeodendron sp. 1","Euphorbiaceae",0.57625,2.9,45.1,30.2,"","KCH-3700360",0.044896134316063,0.044896134316063,2.90299497960071,2.90299497960071,0.932117576032991
"KCH","450654","Cleistocalyx nervosum","Myrtaceae",0.6608,3.27,122.1,45,"","KCH-450654",0.0363030598715374,0.0363030598715374,1.50500754637282,1.50500754637282,0.923264822935892
"KCH","561342","Cleistocalyx nervosum","Myrtaceae",0.6608,1.59,61.7,31.4,"together with 561343","KCH-561342",0.104770816717398,0.104770816717398,1.40141927929105,1.40141927929105,0.919188125832968
"KCH","2000843","Cynometra malaccensis","Fabaceae-caesalpinioideae",0.79,4.4,59.8,36,"","KCH-2000843",0.0116238402208225,0.0116238402208225,1.50487877304977,1.50487877304977,0.966231806640051
"KCH","1500340","Cynometra malaccensis","Fabaceae-caesalpinioideae",0.79,3.6,60,35.6,"","KCH-1500340",0.026902669334364,0.026902669334364,2.79497824822423,2.79497824822423,0.970734776658627
"KCH","30884","Dillenia reticulata","Dilleniaceae",0.61,2.6,41.7,34.6,"","KCH-30884",0.0382440437528377,0.0382440437528377,3.5497454921009,3.5497454921009,0.653398369952388
"KCH","590342","Diospyros oblonga","Ebenaceae",0.75,3.9,37.1,28.2,"","KCH-590342",0.0315632159367269,0.13242800518922,0.429959750693473,1.50498105977717,0.955958980761597
"KCH","1601288","Dipterocarpus grandiflorus","Dipterocarpaceae",0.67,1.68,83.2,41.4,"Plate 720","KCH-1601288",0.0224624824183862,0.0224624824183862,3.33457011433696,3.33457011433696,0.975352286278718
"KCH","1202018","Duabanga grandiflora","Lythraceae",0.379,2.4,56,31.8,"","KCH-1202018",0.0730043297077997,0.0730043297077997,1.82940243834223,1.82940243834223,0.965393400650712
"KCH","3102214","Duabanga grandiflora","Lythraceae",0.379,2.2,69.2,34.2,"","KCH-3102214",0.0613029664570738,0.0613029664570738,3.33451192492754,3.33451192492754,0.968435778375239
"KCH","80669","Dysoxylum densiflorum","Meliaceae",0.57,1.73,48,26.6,"Plate 543","KCH-80669",0.0109236765267876,0.0208884373293771,2.04844862612053,2.25021146673835,0.958994011378087
"KCH","1301393","Gluta elegans","Anacardiaceae",0.5056,1.66,53.5,20.2,"","KCH-1301393",0.0193011326907149,0.0255211694934711,1.18348921850845,1.40018971807512,0.965956160928307
"KCH","2101105","Hopea helferi","Dipterocarpaceae",0.88,3.9,77.3,41.6,"","KCH-2101105",-0.00507092683802684,-0.00212761636569019,1.29001404260606,1.50501758653704,0.959982899852029
"KCH","491413","Hopea helferi","Dipterocarpaceae",0.88,2.8,120.5,53.4,"","KCH-491413",0.0290897258703899,0.0290897258703899,1.72001644202024,1.72001644202024,0.909286903505959
"KCH","3100059","Horsfieldia sp. 1","Myristicaceae",0.442588,1.55,59.8,36.6,"","KCH-3100059",0.0271311996050214,0.0271311996050214,2.14995841808566,2.14995841808566,0.976139824598063
"KCH","2200814","Intsia palembanica","Fabaceae",0.658667,5.5,116.1,36.2,"","KCH-2200814",0.0176465372844516,0.0176465372844516,1.93499969412504,1.93499969412504,0.952508641840667
"KCH","50090","Mangifera cf. lagenifera","Anacardiaceae",0.512897,1.84,47.2,27.4,"Plate 30","KCH-50090",0.0502257201482923,0.0502257201482923,2.68990889545565,2.68990889545565,0.952365296049518
"KCH","1800009","Mesua ferrea","Clusiaceae",0.92,1.9,40.9,18.2,"","KCH-1800009",0.0198169537709644,0.0520055486349749,1.50500380198276,2.04640414665667,0.939573465300855
"KCH","3500118","Michelia champaca","Magnoliaceae",0.5275,5.3,129.1,45,"","KCH-3500118",0.0251210891621562,0.00967650605352907,3.44000759845701,3.54973302090236,0.917458045570029
"KCH","20122","Michelia champaca","Magnoliaceae",0.5275,5,76.4,36.2,"","KCH-20122",0.0171431829642284,0.0200944760088089,2.79501968603414,3.01007465733536,0.964327156146551
"KCH","1601117","Microcos laurifolia","Malvaceae",0.36,1.85,25.2,14.6,"","KCH-1601117",0.187259664933624,0.150350159161015,1.40959367436523,1.83405440707317,0.844970993116093
"KCH","10243","Millettia atropurpurea","Fabaceae-papilionoideae",0.61,3.8,31.3,23.2,"","KCH-10243",-0.0909485487074672,0.0518797082065664,0.215025817496372,2.25914878668219,0.957431251382611
"KCH","81235","Millettia atropurpurea","Fabaceae-papilionoideae",0.61,4.8,33.9,23.4,"","KCH-81235",0.0215487669544351,0.0215487669544351,3.33395965104976,3.33395965104976,0.79651303232831
"KCH","81229","Millettia atropurpurea","Fabaceae-papilionoideae",0.61,2.25,25.5,17.2,"","KCH-81229",0.0178770150462519,0.0178770150462519,3.33287623532774,3.33287623532774,0.949525507305672
"KCH","2101930","Neolamarckia cadamba","Rubiaceae",0.635113,2,43.2,26.2,"","KCH-2101930",0.0126313647905652,0.0556574103360646,1.28996583740569,1.61060195929379,0.962985089408353
"KCH","2201948","Neolamarckia cadamba","Rubiaceae",0.635113,2,47.1,45.2,"","KCH-2201948",0.0692639671407156,0.0692639671407156,3.22667375750356,3.22667375750356,0.58196898109929
"KCH","441975","Neolamarckia cadamba","Rubiaceae",0.635113,1.85,33.4,31.4,"","KCH-441975",0.0812309740523667,0.0812309740523667,3.11664520836954,3.11664520836954,0.97410518852754
"KCH","2501915","Neolamarckia cadamba","Rubiaceae",0.635113,1.8,54.1,23.8,"","KCH-2501915",-0.0113634435378557,-0.0113634435378557,3.11951364275,3.11951364275,0.963002284565046
"KCH","2500480","Nothaphoebe umbelliflora","Lauraceae",0.443333,2.9,89.8,31.8,"","KCH-2500480",0.0453819557363867,0.0453819557363867,1.9350587978263,1.9350587978263,0.928924047370093
"KCH","2900563","Nothaphoebe umbelliflora","Lauraceae",0.443333,2.1,73,33.4,"","KCH-2900563",0.0217657024124292,0.0217657024124292,3.33468380918878,3.33468380918878,0.969091168010138
"KCH","1200956","Palaquium cf. gutta","Sapotaceae",0.579753,5.8,107.3,44,"","KCH-1200956",0.0220702569223281,0.0220702569223281,2.36495749011706,2.36495749011706,0.909945495311853
"KCH","1301258","Palaquium sumatranum","Sapotaceae",0.52,2.6,40.1,25.6,"","KCH-1301258",0.0130665152479196,0.0289229442606326,1.93496219506522,2.47330417991781,0.945349237614328
"KCH","3300543","Parashorea stellata","Dipterocarpaceae",0.63,3.9,115.5,48.8,"","KCH-3300543",0.0136700613760551,0.0136700613760551,3.43997017632,3.43997017632,0.916912064200479
"KCH","551376","Parashorea stellata","Dipterocarpaceae",0.63,3.34,93.8,41.4,"","KCH-551376",0.0163844603117275,0.0230052666928428,1.72010024621967,2.36509345741886,0.993887622057462
"KCH","2901538","Parashorea stellata","Dipterocarpaceae",0.63,4,168.3,41.2,"","KCH-2901538",0.0302152169992396,0.0302152169992396,2.69047376986845,2.69047376986845,0.948457268878782
"KCH","3200925","Parashorea stellata","Dipterocarpaceae",0.63,1.69,42.6,39.6,"","KCH-3200925",0.0301582548099499,0.0301582548099499,2.04264375513529,2.04264375513529,0.972345716032283
"KCH","530185","Parashorea stellata","Dipterocarpaceae",0.63,3.18,96,41.2,"","KCH-530185",0.0232526987323887,0.0232526987323887,3.11938510167628,3.11938510167628,0.971224616255386
"KCH","2901427","Parashorea stellata","Dipterocarpaceae",0.63,5.1,128.9,55.2,"","KCH-2901427",0.0237126949788596,0.0237126949788596,1.72000914604545,1.72000914604545,0.932285317607694
"KCH","3500748","Parashorea stellata","Dipterocarpaceae",0.63,4.6,119.2,41.4,"","KCH-3500748",0.000210764528617936,0.000210764528617936,1.50502261566667,1.50502261566667,0.926156215311693
"KCH","490178","Parashorea stellata","Dipterocarpaceae",0.63,3.23,74.4,40.6,"","KCH-490178",0.0328935763288034,0.0328935763288034,1.72000161175309,1.72000161175309,0.95692145176605
"KCH","3801065","Parashorea stellata","Dipterocarpaceae",0.63,3,95.9,43.4,"","KCH-3801065",0.00183875375540358,0.00247692456265517,1.72005341385894,1.93499281051555,0.983516167349572
"KCH","3202273","Pometia pinnata","Sapindaceae",0.633,1.59,48.5,27.4,"","KCH-3202273",0.0853231114189611,0.0853231114189611,2.1528362865335,2.1528362865335,0.916859900862838
"KCH","80173","Ptychopyxis sp. 1","Euphorbiaceae",0.565,3.8,61.4,21.4,"Plate 40","KCH-80173",0.0140299250371917,0.0140299250371917,3.01007483251462,3.01007483251462,0.927732220563894
"KCH","471385","Shorea gratissima","Dipterocarpaceae",0.64,3.05,126.4,41.6,"","KCH-471385",0.00919456597799218,0.012030951078112,3.22502134765217,3.54861798139706,0.968297770234313
"KCH","2001253","Shorea gratissima","Dipterocarpaceae",0.64,2.8,117,49.2,"","KCH-2001253",0.0149041846340356,0.0149041846340356,3.33437226903496,3.33437226903496,0.976680847638481
"KCH","500751","Shorea gratissima","Dipterocarpaceae",0.64,3.36,106.5,35.6,"","KCH-500751",0.0224874999920129,0.023499608223107,3.11774578502652,3.33645809976091,0.954507856720073
"KCH","590810","Shorea gratissima","Dipterocarpaceae",0.64,1.8,88,46.4,"","KCH-590810",0.0222634205777761,0.0222634205777761,2.90356409519464,2.90356409519464,0.971101466691407
"KCH","431352","Syzygium cf. oblatum","Myrtaceae",0.649229,5.15,30.4,22.4,"","KCH-431352",0.00679286395586109,0.0366288363700979,0.215064947914438,1.50504398598746,0.837219679516227
"KCH","471427","Syzygium sp. 22 Ardisia small leaf","Myrtaceae",0.649229,1.83,54.3,27,"","KCH-471427",0.0552968866716582,0.0552968866716582,3.11825214856787,3.11825214856787,0.961065304986205
"KCH","81259","Terminalia billirica","Combretaceae",0.554754,4.4,53.3,34.6,"Plate 592","KCH-81259",0.0540658202819488,0.0540658202819488,3.54945623389037,3.54945623389037,0.366559192899134
"KCH","490757","Toona sureni","Meliaceae",0.375333,2.8,100.1,34.4,"","KCH-490757",0.0639501559447302,0.0639501559447302,2.26042990784317,2.26042990784317,0.948271027126053
"KCH","40730","Vitex pinnata","Lamiaceae",0.550393,3.9,23.8,22.2,"","KCH-40730",0.0518061271029192,0.0274632151718805,0.644931965302326,1.71995056612772,0.93998657648684
"KCH","1900196","Xerospermum noronhianum","Sapindaceae",0.77,2.3,40.1,15.8,"no tag","KCH-1900196",0.0213760795166076,0.0213760795166076,1.93498181443594,1.93498181443594,0.93511110040849
